"","sex","age","agegr","placesize","region","edu","eduspec","socprof","unempdur","income","marital","ls","depress","trust","trustfam","trustneigh","sport","nofriend","smoke","nociga","alcabuse","alcsol","workab","wkabdur","wkabint","wkabintdur","emcc","englang","height","weight","bmi"
"82","MALE",39,"35-44","RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","services for the population and transport services","EMPLOYED IN PUBLIC SECTOR",0,3000,"MARRIED","PLEASED",0,"IT`S DIFFICULT TO TELL","YES","YES","YES",5,"NO",0,"YES","NO","NO","0","NO",NA,NA,"NONE",180,90,27.7777777777778
"83","FEMALE",70,"65+","URBAN 500,000 AND OVER","Mazowieckie","SECONDARY","art","RETIRED",0,1448,"WIDOWED","MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",5,"YES",5,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",168,74,26.218820861678
"84","FEMALE",55,"45-59","URBAN BELOW 20,000","Zachodnio-pomorskie","SECONDARY","production and processing","EMPLOYED IN PUBLIC SECTOR",0,2400,"WIDOWED","MOSTLY SATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",1,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",170,75,25.9515570934256
"85","FEMALE",48,"45-59","URBAN BELOW 20,000","Wielkopolskie","VOCATIONAL/GRAMMAR","services for the population and transport services","EMPLOYED IN PRIVATE SECTOR",0,1200,"MARRIED","MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",3,"YES",15,"NO","NO","NO","0","NO",NA,NA,"NONE",164,58,21.5645449137418
"86","MALE",35,"35-44","URBAN 20,000-100,000","Pomorskie","POST-SECONDARY OR HIGHER","services for the population and transport services","EMPLOYED IN PRIVATE SECTOR",0,15000,"MARRIED","PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",1,"NO",0,"NO","NO","YES","32","YES, TO EU COUNTRY","LESS THAN 1 YEAR","GERMANY","ACTIVE",177,74,23.6202879121581
"87","FEMALE",78,"65+","URBAN 100,000-200,000","Slaskie","PRIMARY/NO EDUCATION","no specialisation","LONG-TERM SICK/DISABLED",24,0,"WIDOWED","MIXED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",0,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",158,65,26.0374939913475
"88","MALE",46,"45-59","URBAN 500,000 AND OVER","Mazowieckie","POST-SECONDARY OR HIGHER","economy and administration","EMPLOYED IN PUBLIC SECTOR",0,3500,"MARRIED","PLEASED",0,"IT`S DIFFICULT TO TELL","YES","YES","YES",5,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",172,80,27.0416441319632
"89","MALE",50,"45-59","URBAN BELOW 20,000","Mazowieckie","VOCATIONAL/GRAMMAR","agriculture, forestry, fishing","LONG-TERM SICK/DISABLED",0,560,"SINGLE","MOSTLY DISSATISFIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"YES",20,"NO","NO","NO","0","NO",NA,NA,"NONE",190,80,22.1606648199446
"90","MALE",44,"35-44","RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","production and processing","FARMER",0,300,"MARRIED","MIXED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",169,104,36.4132908511607
"91","FEMALE",18,"16-24","RURAL AREAS","Slaskie","SECONDARY","no specialisation","PUPIL OR STUDENT",0,0,"SINGLE","MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",3,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",171,54,18.4672206832872
"92","FEMALE",32,"25-34","URBAN BELOW 20,000","Kujawsko-pomorskie","SECONDARY","social sciences","OTHER ECONOMICALLY INACTIVE",0,0,"MARRIED","PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",4,"YES",7,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",165,80,29.3847566574839
"93","FEMALE",56,"45-59","RURAL AREAS","Malopolskie","SECONDARY","no specialisation","FARMER",0,1700,"MARRIED","MIXED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",176,88,28.4090909090909
"94","MALE",62,"60-64","RURAL AREAS","Warminsko-mazurskie","PRIMARY/NO EDUCATION","no specialisation","LONG-TERM SICK/DISABLED",0,750,"MARRIED","MIXED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",5,"YES",20,"NO","NO","NO","0","NO",NA,NA,"NONE",167,70,25.0995015956112
"95","FEMALE",29,"25-34","URBAN 20,000-100,000","Zachodnio-pomorskie","SECONDARY","no specialisation","EMPLOYED IN PRIVATE SECTOR",0,1300,"MARRIED","PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",20,"YES",10,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",170,95,32.8719723183391
"96","FEMALE",39,"35-44","RURAL AREAS","Wielkopolskie","VOCATIONAL/GRAMMAR","no specialisation","EMPLOYED IN PUBLIC SECTOR",0,900,"WIDOWED","PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",3,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",160,86,33.59375
"97","MALE",56,"45-59","RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","no specialisation","EMPLOYED IN PRIVATE SECTOR",0,1500,"MARRIED","PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",20,"YES",20,"YES","NO","NO","0","NO",NA,NA,"NONE",176,70,22.5981404958678
"98","FEMALE",61,"60-64","URBAN 200,000-500,000","Lubuskie","SECONDARY","no specialisation","RETIRED",24,1800,"MARRIED","PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",15,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",164,83,30.8596073765616
"99","FEMALE",61,"60-64","URBAN 100,000-200,000","Mazowieckie","SECONDARY","technical science","RETIRED",0,800,"MARRIED","DELIGHTED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",15,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",162,58,22.1002895900015
"100","FEMALE",86,"65+","RURAL AREAS","Opolskie","PRIMARY/NO EDUCATION","no specialisation","RETIRED",24,800,"WIDOWED","MOSTLY SATISFIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",40,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",150,50,22.2222222222222
"101","MALE",52,"45-59","URBAN BELOW 20,000","Opolskie","VOCATIONAL/GRAMMAR","technical science","EMPLOYED IN PUBLIC SECTOR",0,1500,"MARRIED","MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",0,"NO","NO","NO","0","YES, TO EU COUNTRY","LESS THAN 1 YEAR","GERMANY","NONE",170,73,25.2595155709343
"102","FEMALE",51,"45-59","URBAN BELOW 20,000","Dolnoslaskie","VOCATIONAL/GRAMMAR","technical science","OTHER ECONOMICALLY INACTIVE",24,520,"MARRIED","MOSTLY DISSATISFIED",6,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",2,"YES",10,"NO","NO","NO","0","NO",NA,NA,"NONE",170,80,27.681660899654
"103","MALE",24,"16-24","RURAL AREAS","Malopolskie","SECONDARY","technical science","EMPLOYED IN PRIVATE SECTOR",0,0,"SINGLE","MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",3,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",180,76,23.4567901234568
"104","MALE",54,"45-59","URBAN BELOW 20,000","Mazowieckie","VOCATIONAL/GRAMMAR","production and processing","UNEMPLOYED",4,7000,"MARRIED","MIXED",11,"ONE CAN`T BE TOO CAREFUL","NO","NO OPINION","YES",20,"YES",30,"YES","NO","YES","4","YES, TO EU COUNTRY","IT DEPENDS","BELGIUM","NONE",182,100,30.1895906291511
"105","MALE",75,"65+","URBAN 100,000-200,000","Mazowieckie","SECONDARY","technical science","RETIRED",0,1700,"MARRIED","MOSTLY SATISFIED",5,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",168,83,29.4075963718821
"106","FEMALE",70,"65+","URBAN 20,000-100,000","Zachodnio-pomorskie","SECONDARY","production and processing","RETIRED",0,1050,"MARRIED","PLEASED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",154,80,33.7325012649688
"107","FEMALE",40,"35-44","URBAN 20,000-100,000","Podlaskie","SECONDARY","no specialisation","EMPLOYED IN PRIVATE SECTOR",0,1400,"MARRIED","PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",33,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",164,60,22.3081499107674
"108","MALE",30,"25-34","RURAL AREAS","Mazowieckie","VOCATIONAL/GRAMMAR","production and processing","EMPLOYED IN PRIVATE SECTOR",0,1500,"MARRIED","MOSTLY SATISFIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",6,"YES",20,"NO","NO","NO","0","NO",NA,NA,"NONE",176,80,25.8264462809917
"109","FEMALE",35,"35-44","URBAN 20,000-100,000","Zachodnio-pomorskie","POST-SECONDARY OR HIGHER","biological sciences","EMPLOYED IN PUBLIC SECTOR",0,2000,"MARRIED","PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",11,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",172,80,27.0416441319632
"110","MALE",50,"45-59","URBAN 200,000-500,000","Wielkopolskie","SECONDARY","technical science","EMPLOYED IN PRIVATE SECTOR",0,3000,"MARRIED","PLEASED",5,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",4,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",173,77,25.7275552140065
"111","MALE",19,"16-24","RURAL AREAS","Lodzkie","VOCATIONAL/GRAMMAR","no specialisation","PUPIL OR STUDENT",0,0,"SINGLE","MOSTLY SATISFIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",17,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",185,70,20.4528853177502
"112","FEMALE",43,"35-44","RURAL AREAS","Swietokrzyskie","SECONDARY","agriculture, forestry, fishing","FARMER",0,1700,"MARRIED","PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",5,"NO",0,"NO","YES","NO","0","NO",NA,NA,"NONE",162,80,30.4831580551745
"113","FEMALE",41,"35-44","URBAN 20,000-100,000","Podlaskie","POST-SECONDARY OR HIGHER","liberal arts","EMPLOYED IN PUBLIC SECTOR",0,2100,"SINGLE","PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",21,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",168,50,17.7154195011338
"114","MALE",55,"45-59","URBAN BELOW 20,000","Opolskie","VOCATIONAL/GRAMMAR","agriculture, forestry, fishing","EMPLOYED IN PRIVATE SECTOR",0,1300,"MARRIED","PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",165,84,30.8539944903581
"115","FEMALE",43,"35-44","RURAL AREAS","Lodzkie","VOCATIONAL/GRAMMAR","technical science","EMPLOYED IN PRIVATE SECTOR",0,1000,"WIDOWED","MOSTLY DISSATISFIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",164,82,30.4878048780488
"116","MALE",51,"45-59","RURAL AREAS","Slaskie","VOCATIONAL/GRAMMAR","agriculture, forestry, fishing","FARMER",0,2500,"MARRIED","MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",10,"YES",20,"NO","NO","NO","0","NO",NA,NA,"NONE",180,83,25.6172839506173
"117","FEMALE",76,"65+","URBAN BELOW 20,000","Zachodnio-pomorskie","SECONDARY","no specialisation","RETIRED",0,800,"MARRIED","DELIGHTED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",158,62,24.8357634994392
"118","FEMALE",36,"35-44","URBAN 20,000-100,000","Lubelskie","SECONDARY","production and processing","EMPLOYED IN PRIVATE SECTOR",0,1000,"MARRIED","PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",4,"YES",1,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",165,70,25.7116620752984
"119","FEMALE",29,"25-34","RURAL AREAS","Pomorskie","SECONDARY","services for the population and transport services","UNEMPLOYED",5,500,"MARRIED","PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",168,70,24.8015873015873
"120","FEMALE",55,"45-59","URBAN 100,000-200,000","Wielkopolskie","VOCATIONAL/GRAMMAR","agriculture, forestry, fishing","OTHER ECONOMICALLY INACTIVE",18,0,"MARRIED","PLEASED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",156,73,29.9967126890204
"121","MALE",27,"25-34","URBAN 500,000 AND OVER","Malopolskie","POST-SECONDARY OR HIGHER","technical science","EMPLOYED IN PRIVATE SECTOR",0,1900,"SINGLE","PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",6,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",179,77,24.0317093723667
"122","FEMALE",27,"25-34","RURAL AREAS","Warminsko-mazurskie","SECONDARY","technical science","OTHER ECONOMICALLY INACTIVE",0,0,"MARRIED","MOSTLY SATISFIED",8,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",4,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",162,63,24.0054869684499
"123","FEMALE",50,"45-59","URBAN 500,000 AND OVER","Dolnoslaskie","VOCATIONAL/GRAMMAR","technical science","EMPLOYED IN PRIVATE SECTOR",6,1500,"DIVORCED","MIXED",3,"IT`S DIFFICULT TO TELL","YES","NO","YES",4,"YES",20,"NO","NO","NO","0","YES, TO EU COUNTRY","LESS THAN 1 TO 2 YEARS","GERMANY","NONE",156,96,39.4477317554241
"124","FEMALE",24,"16-24","URBAN 100,000-200,000","Slaskie","POST-SECONDARY OR HIGHER","social sciences","PUPIL OR STUDENT",0,1000,"SINGLE","PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",10,"NO",0,"NO","NO","NO","0","YES, TO EU COUNTRY","MORE THAN 2 YEARS","GERMANY","ACTIVE",170,65,22.4913494809689
"125","FEMALE",63,"60-64","RURAL AREAS","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","no specialisation","RETIRED",0,1500,"MARRIED","MOSTLY SATISFIED",13,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",3,"YES",20,"NO","NO","NO","0","NO",NA,NA,"NONE",150,50,22.2222222222222
"126","MALE",30,"25-34","URBAN BELOW 20,000","Podkarpackie","VOCATIONAL/GRAMMAR","technical science","EMPLOYED IN PRIVATE SECTOR",0,1400,"SINGLE","MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",0,"NO","NO","YES","3","NO",NA,NA,"PASSIVE",175,80,26.1224489795918
"127","FEMALE",59,"45-59","URBAN 100,000-200,000","Lubuskie","POST-SECONDARY OR HIGHER","liberal arts","RETIRED",24,1392,"MARRIED","MIXED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",158,85,34.0490306040699
"128","FEMALE",25,"25-34","URBAN 20,000-100,000","Lubelskie","POST-SECONDARY OR HIGHER","liberal arts","EMPLOYED IN PUBLIC SECTOR",4,1500,"SINGLE","PLEASED",4,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",7,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",168,61,21.6128117913832
"129","FEMALE",55,"45-59","URBAN 100,000-200,000","Kujawsko-pomorskie","POST-SECONDARY OR HIGHER","healthcare","EMPLOYED IN PUBLIC SECTOR",0,2300,"MARRIED","MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",4,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",156,89,36.5713346482577
"130","FEMALE",44,"35-44","URBAN 200,000-500,000","Dolnoslaskie","VOCATIONAL/GRAMMAR","technical science","EMPLOYED IN PRIVATE SECTOR",0,1600,"MARRIED","MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"YES",10,"NO","NO","NO","0","NO",NA,NA,"NONE",170,80,27.681660899654
"131","FEMALE",56,"45-59","RURAL AREAS","Swietokrzyskie","VOCATIONAL/GRAMMAR","agriculture, forestry, fishing","EMPLOYED IN PUBLIC SECTOR",0,1000,"MARRIED","PLEASED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",160,75,29.296875
"132","FEMALE",48,"45-59","URBAN 500,000 AND OVER","Wielkopolskie","SECONDARY","agriculture, forestry, fishing","EMPLOYED IN PUBLIC SECTOR",0,1500,"MARRIED","PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",3,"YES",7,"NO","NO","NO","0","NO",NA,NA,"NONE",160,63,24.609375
"133","FEMALE",24,"16-24","RURAL AREAS","Lubelskie","SECONDARY","services for the population and transport services","OTHER ECONOMICALLY INACTIVE",0,1000,"MARRIED","MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",2,"NO",0,"NO","NO","NO","0","YES, TO EU COUNTRY","IT DEPENDS","DENMARK","ACTIVE",170,54,18.6851211072664
"134","MALE",24,"16-24","RURAL AREAS","Malopolskie","SECONDARY","technical science","EMPLOYED IN PRIVATE SECTOR",2,1800,"SINGLE","MOSTLY DISSATISFIED",3,"IT`S DIFFICULT TO TELL","NO","NO","NO",10,"NO",0,"NO","NO","NO","0","YES, TO EU COUNTRY","LESS THAN 1 TO 2 YEARS","GERMANY","PASSIVE",170,80,27.681660899654
"135","MALE",46,"45-59","RURAL AREAS","Podkarpackie","VOCATIONAL/GRAMMAR","technical science","EMPLOYED IN PUBLIC SECTOR",0,1500,"MARRIED","PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",168,97,34.3679138321995
"136","FEMALE",36,"35-44","URBAN 500,000 AND OVER","Lodzkie","POST-SECONDARY OR HIGHER","economy and administration","EMPLOYED IN PRIVATE SECTOR",0,1500,"SINGLE","PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO","YES",30,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",160,56,21.875
"137","FEMALE",18,"16-24","RURAL AREAS","Warminsko-mazurskie","SECONDARY","no specialisation","PUPIL OR STUDENT",0,0,"SINGLE","DELIGHTED",0,"IT`S DIFFICULT TO TELL","YES","YES","NO",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",189,69,19.3163685227177
"138","MALE",27,"25-34","RURAL AREAS","Pomorskie","VOCATIONAL/GRAMMAR","technical science","EMPLOYED IN PRIVATE SECTOR",0,1076,"MARRIED","PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",1,"YES",20,"NO","NO","YES","1","YES, TO EU COUNTRY","LESS THAN 1 YEAR","GERMANY","NONE",180,80,24.6913580246914
"139","FEMALE",19,"16-24","URBAN BELOW 20,000","Wielkopolskie","VOCATIONAL/GRAMMAR","no specialisation","PUPIL OR STUDENT",0,0,"SINGLE","PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",8,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",164,80,29.7441998810232
"140","FEMALE",34,"25-34","URBAN BELOW 20,000","Mazowieckie","POST-SECONDARY OR HIGHER","social sciences","SELF-EMPLOYED",0,8255,"MARRIED","PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",12,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",166,52,18.8706633763972
"141","FEMALE",53,"45-59","URBAN 200,000-500,000","Lubuskie","SECONDARY","physical sciences","EMPLOYED IN PUBLIC SECTOR",0,1200,"MARRIED","MIXED",9,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",4,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",164,73,27.1415823914337
"142","MALE",66,"65+","URBAN 200,000-500,000","Slaskie","POST-SECONDARY OR HIGHER","technical science","RETIRED",0,3000,"MARRIED","PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",175,84,27.4285714285714
"143","FEMALE",62,"60-64","URBAN 100,000-200,000","Podkarpackie","VOCATIONAL/GRAMMAR","production and processing","RETIRED",24,1000,"MARRIED","PLEASED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",170,78,26.9896193771626
"144","FEMALE",51,"45-59","RURAL AREAS","Podkarpackie","SECONDARY","agriculture, forestry, fishing","FARMER",0,800,"MARRIED","MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",156,53,21.7784352399737
"145","FEMALE",76,"65+","RURAL AREAS","Lodzkie","PRIMARY/NO EDUCATION","no specialisation","RETIRED",0,1100,"WIDOWED","MIXED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",160,65,25.390625
"146","MALE",38,"35-44","RURAL AREAS","Podlaskie","VOCATIONAL/GRAMMAR","agriculture, forestry, fishing","FARMER",0,800,"MARRIED","MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",8,"YES",20,"NO","NO","NO","0","NO",NA,NA,"NONE",187,80,22.8774057021934
"147","FEMALE",37,"35-44","URBAN 100,000-200,000","Zachodnio-pomorskie","POST-SECONDARY OR HIGHER","economy and administration","EMPLOYED IN PRIVATE SECTOR",0,4200,"DE FACTO SEPARATED","MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",164,60,22.3081499107674
"148","MALE",38,"35-44","RURAL AREAS","Swietokrzyskie","VOCATIONAL/GRAMMAR","technical science","FARMER",0,600,"MARRIED","MIXED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",0,"YES",40,"NO","NO","NO","0","NO",NA,NA,"NONE",176,86,27.7634297520661
"149","MALE",52,"45-59","RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","technical science","UNEMPLOYED",24,0,"SINGLE","MIXED",1,"IT`S DIFFICULT TO TELL","YES","NO OPINION","YES",5,"NO",20,"NO","NO","NO","0","NO",NA,NA,"NONE",163,67,25.2173585757838
"150","FEMALE",56,"45-59","URBAN 500,000 AND OVER","Wielkopolskie","SECONDARY","production and processing","OTHER ECONOMICALLY INACTIVE",24,0,"MARRIED","PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"YES",10,"NO","NO","NO","0","NO",NA,NA,"NONE",152,56,24.2382271468144
"151","MALE",57,"45-59","URBAN 100,000-200,000","Swietokrzyskie","VOCATIONAL/GRAMMAR","production and processing","OTHER ECONOMICALLY INACTIVE",24,860,"MARRIED","MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",0,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",175,75,24.4897959183673
"152","FEMALE",43,"35-44","URBAN 100,000-200,000","Lubuskie","POST-SECONDARY OR HIGHER","pedagogics","EMPLOYED IN PUBLIC SECTOR",0,2300,"MARRIED","PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",8,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",160,60,23.4375
"153","MALE",23,"16-24","RURAL AREAS","Slaskie","SECONDARY","agriculture, forestry, fishing","PUPIL OR STUDENT",0,0,"SINGLE","PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",20,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",181,85,25.9454839595861
"154","FEMALE",65,"65+","URBAN 20,000-100,000","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","physical sciences","LONG-TERM SICK/DISABLED",0,4200,"WIDOWED","PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",165,72,26.4462809917355
"155","MALE",50,"45-59","RURAL AREAS","Kujawsko-pomorskie","SECONDARY","no specialisation","EMPLOYED IN PUBLIC SECTOR",0,2000,"MARRIED","PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"YES",20,"NO","NO","NO","0","NO",NA,NA,"NONE",170,70,24.2214532871972
"156","MALE",35,"35-44","RURAL AREAS","Slaskie","VOCATIONAL/GRAMMAR","technical science","UNEMPLOYED",4,600,"MARRIED","MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"YES",10,"NO","NO","YES","6","YES, TO EU COUNTRY","IT DEPENDS",NA,"NONE",180,96,29.6296296296296
"157","FEMALE",63,"60-64","RURAL AREAS","Lubuskie","PRIMARY/NO EDUCATION","no specialisation","RETIRED",0,660,"MARRIED","MOSTLY SATISFIED",14,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",4,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",152,62,26.8351800554017
"158","MALE",47,"45-59","URBAN 100,000-200,000","Dolnoslaskie","SECONDARY","production and processing","EMPLOYED IN PRIVATE SECTOR",0,0,"MARRIED","MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","NO","NO","YES",2,"NO",0,"YES","YES","NO","0","NO",NA,NA,"NONE",176,92,29.7004132231405
"159","FEMALE",60,"60-64","URBAN 100,000-200,000","Lodzkie","SECONDARY","social sciences","RETIRED",24,1300,"MARRIED","PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",153,51,21.7864923747277
"160","FEMALE",17,"16-24","RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","no specialisation","PUPIL OR STUDENT",0,0,"SINGLE","PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",3,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",164,55,20.4491374182035
"161","FEMALE",50,"45-59","RURAL AREAS","Dolnoslaskie","VOCATIONAL/GRAMMAR","production and processing","FARMER",0,1000,"MARRIED","PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",155,77,32.0499479708637
